image_size,orientations,pixels_per_cell,cells_per_block,preprocessing,feature_dim,accuracy,macro_precision,macro_recall,macro_f1,seconds
96x96,9,16x16,3x3,gray,1296,0.9869281045751634,0.9873447204968944,0.9813023855577048,0.983962905298537,2.0668084621429443
96x96,9,16x16,3x3,gray_clahe,1296,0.9738562091503268,0.9702380952380953,0.9605899419729207,0.9646809198175118,2.9010515213012695
96x96,9,16x16,3x3,gray_clahe_blur,1296,0.9803921568627451,0.9821681864235057,0.9661508704061896,0.9729719272746848,2.753481388092041
96x96,12,4x4,1x1,gray,6912,0.9836601307189542,0.9775145067698259,0.9775145067698259,0.9775145067698259,12.123160362243652
96x96,12,4x4,1x1,gray_clahe,6912,0.9575163398692811,0.9374875565965138,0.949468085106383,0.9429841325722332,21.535535097122192
96x96,12,4x4,1x1,gray_clahe_blur,6912,0.9705882352941176,0.9540707587382778,0.9626047711154094,0.9582062804258279,7.477408170700073
96x96,12,4x4,2x2,gray,25392,0.9901960784313726,0.9866831070710278,0.9830754352030948,0.9848087895680282,10.573919773101807
96x96,12,4x4,2x2,gray_clahe,25392,0.9771241830065359,0.9667922507694238,0.971953578336557,0.9692899949177621,19.663779735565186
96x96,12,4x4,2x2,gray_clahe_blur,25392,0.9738562091503268,0.962394197841959,0.9643778207607995,0.9633688718723369,20.550240516662598
96x96,12,4x4,3x3,gray,52272,0.9869281045751634,0.9793314272791884,0.9813023855577048,0.9802997464544572,21.54951572418213
96x96,12,4x4,3x3,gray_clahe,52272,0.9803921568627451,0.9737578342055955,0.9757414571244358,0.9747325082359732,25.290682315826416
96x96,12,4x4,3x3,gray_clahe_blur,52272,0.9836601307189542,0.9811787141420556,0.9775145067698259,0.9792763414263974,25.852508783340454
96x96,12,8x8,1x1,gray,1728,0.9836601307189542,0.9836260418536366,0.9679239200515797,0.9746626632928695,6.00203537940979
96x96,12,8x8,1x1,gray_clahe,1728,0.9803921568627451,0.9717068736315295,0.971953578336557,0.9716422466422466,8.705302000045776
96x96,12,8x8,1x1,gray_clahe_blur,1728,0.9673202614379085,0.9525793190332527,0.9492263056092843,0.9504726890756303,6.579016447067261
96x96,12,8x8,2x2,gray,5808,0.9869281045751634,0.9793314272791884,0.9813023855577048,0.9802997464544572,5.143995523452759
96x96,12,8x8,2x2,gray_clahe,5808,0.9803921568627451,0.972167325428195,0.9777562862669246,0.9748126425545781,7.598026990890503
96x96,12,8x8,2x2,gray_clahe_blur,5808,0.9836601307189542,0.9756000839956064,0.9775145067698259,0.9765403479582165,7.449368715286255
96x96,12,8x8,3x3,gray,10800,0.9901960784313726,0.9835084033613446,0.9888781431334623,0.9861369310033463,6.040168523788452
96x96,12,8x8,3x3,gray_clahe,10800,0.9803921568627451,0.972167325428195,0.9777562862669246,0.9748126425545781,8.232715129852295
96x96,12,8x8,3x3,gray_clahe_blur,10800,0.9934640522875817,0.9945080933361361,0.9848484848484849,0.9894244085257313,7.834761142730713
96x96,12,16x16,1x1,gray,432,0.9705882352941176,0.9602251212782887,0.9568020631850419,0.9581484092174881,4.656510591506958
96x96,12,16x16,1x1,gray_clahe,432,0.9673202614379085,0.9475487469484875,0.9588168923275306,0.9529500538189243,6.1440064907073975
96x96,12,16x16,1x1,gray_clahe_blur,432,0.9640522875816994,0.9576836099224159,0.9434235976789169,0.9500232388482945,5.5645222663879395
96x96,12,16x16,2x2,gray,1200,0.9803921568627451,0.9818529922082464,0.9661508704061896,0.9728896136474794,1.9442315101623535
96x96,12,16x16,2x2,gray_clahe,1200,0.9673202614379085,0.956990211281256,0.9588168923275306,0.9578870745287678,3.1909358501434326
96x96,12,16x16,2x2,gray_clahe_blur,1200,0.9771241830065359,0.9696348708584737,0.9661508704061896,0.9678246352378492,2.9443609714508057
96x96,12,16x16,3x3,gray,1728,0.9836601307189542,0.9855843354918286,0.9737266279819472,0.9789935832489023,2.164886951446533
96x96,12,16x16,3x3,gray_clahe,1728,0.9771241830065359,0.9800124275062139,0.9661508704061896,0.9724842471137497,3.154975652694702
96x96,12,16x16,3x3,gray_clahe_blur,1728,0.9771241830065359,0.9785967578520771,0.9623629916183107,0.9692954566864496,2.9904887676239014
